
country,year,bank_z_score,capital_adequacy_ratio,credit_private_sector,gdp_growth,inflation,npl_ratio,credit_growth,ecb_refi_rate,interest_rate,credit_growth_log,unemployment
NL,2019,13.05325,22.860428,98.6364846999218,2.30009157916757,3.02788370008784,1.83848147529752,-4.8872651766672215,0.0,0.0,-5.010731558764014,3.379
NL,2020,12.50759,22.769962,100.351761194322,-3.86795333823223,2.35573022306261,1.88205795882041,1.7389878599369355,0.0,0.0,1.7240405056835328,3.82
NL,2021,13.0423,,93.8806572822612,6.2768306708326,2.74734329748038,1.73163500978815,-6.448420869794303,0.0,0.0,-6.665725334412365,4.209
NL,2022,,,88.8192026725162,5.00723455159611,6.15557496508328,1.60929622981246,-5.391371083531348,2.5,2.5,-5.542149932824714,3.526
PT,2000,9.12691,9.1999998,,3.81617712035907,3.42026966696693,,,4.75,4.75,,3.806
PT,2001,8.240796,9.5,114.86502644975,1.94367212411221,3.71598299337472,,9.62259435141215,3.25,3.25,,3.829
PT,2002,7.9696,9.8000002,118.917524058891,0.770924777292066,4.18978090882953,,3.528051779027664,2.75,2.75,3.4672421676307685,4.497
PT,2003,10.18437,10.0,120.535758113191,-0.930521040324891,3.42715357062571,,1.3608036890329078,2.0,2.0,1.3516279048536362,6.132
PT,2004,10.44635,10.4,121.106700978667,1.7887355199795,2.39961482867031,,0.4736709457950683,2.0,2.0,0.4725526549261616,6.319
PT,2005,11.76641,12.5,124.690399477514,0.781847565175809,3.3329038947892,,2.959124862527851,2.25,2.25,2.9161877482458465,7.582
PT,2006,13.70734,11.8,133.334160148436,1.62503532141992,3.18454149661389,,6.932178184641047,3.5,3.5,6.702459876510236,7.649
PT,2007,14.70354,10.5,142.159884398411,2.50657936515483,2.96634577436232,2.29637920040576,6.619252140748966,4.0,4.0,6.409391113271123,7.965
PT,2008,11.30682,9.3999996,151.415292652547,0.31924734289916,1.73772487852058,3.1090344283813,6.510562591762659,2.5,2.5,6.3073973508827486,7.553
PT,2009,13.13809,10.5,159.792893296539,-3.12207826048319,1.09813465335151,4.33080924700152,5.532862960689244,1.0,1.0,5.385221568054988,9.432
PT,2010,11.76088,10.33214,155.320501959879,1.73762452780146,0.782135853055536,4.6936814254669,-2.798867486778811,1.0,1.0,-2.8387823218986696,10.771
PT,2011,9.49471,9.7804418,155.989744915495,-1.71352745071583,-0.260435396491971,6.37513416721368,0.430878697384629,1.0,1.0,0.4299530730515144,12.682
PT,2012,10.34659,12.637534,152.650354888713,-4.05090265617167,-0.376402197541935,8.1867265178227,-2.140775362246461,0.75,0.75,-2.1640223336986786,15.531
PT,2013,7.895902,13.309688,142.85459081512,-0.984106569072424,2.27438669661049,9.21340777024835,-6.417124991772494,0.25,0.25,-6.632277855745006,16.188
PT,2014,9.327741,12.254805,129.569181257157,0.741391416844507,0.724456770990784,10.448048080803,-9.29995282766708,0.05,0.05,-9.761230877526296,13.897
PT,2015,12.36677,13.326652,119.944517923524,1.58979802880627,1.9624469996234,16.7400634913285,-7.4282041765247,0.05,0.05,-7.718567147009914,12.447
PT,2016,10.70251,12.273331,111.226347738306,2.00414128646489,1.85408704173796,16.5658132039701,-7.268502417740064,0.0,0.0,-7.546199138444187,11.068
PT,2017,16.44999,15.145545,102.754604777139,3.31472056420827,1.53220042451687,13.1873609272177,-7.616669191637381,0.0,0.0,-7.922362612184042,8.869
PT,2018,16.8905,15.145059,96.9980504068812,2.946282440074,1.85237243801184,9.42696352418473,-5.602234939001505,0.0,0.0,-5.765278831818588,6.994
PT,2019,17.5525,16.93385,93.2615963097003,2.74568479564236,1.83436778363703,6.18151003441012,-3.8520919559800193,0.0,0.0,-3.928247140247443,6.464
PT,2020,15.55049,18.110904,103.971918400043,-8.20463201239903,2.10314336719686,4.8872570305011,11.484171957314771,0.0,0.0,10.871243929566266,6.801
PT,2021,16.09242,,98.7525990646982,5.55875771556673,2.01977614131548,3.68197985762537,-5.019931742783568,0.0,0.0,-5.150312421906467,6.577
PT,2022,,,89.3698212920105,6.9858417811997,5.32749909841736,3.54796128645131,-9.50129704084095,2.5,2.5,-9.983466732790802,6.011
SI,2000,3.912941,13.5,,3.49791942086068,5.53606175369798,,,4.75,4.75,,6.92
SI,2001,3.628003,,,2.82868479430465,8.70000810232166,,,3.25,3.25,,5.682
SI,2002,3.600383,11.9,,3.28258371393918,7.61980959695788,,,2.75,2.75,,5.922
SI,2003,4.520824,11.5,,3.19503117236037,5.66345775944367,,,2.0,2.0,,6.479
SI,2004,4.082457,11.8,44.946768851081,4.54602214352336,3.35817227706201,,,2.0,2.0,,6.012
SI,2005,3.622822,10.5,52.6606899059758,3.8541277114569,1.5029969925608,,17.162348378039805,2.25,2.25,15.839037996687022,6.506
SI,2006,3.52584,11.0,60.3445532177601,5.90878130011174,2.22360248403123,,14.591269741250311,3.5,3.5,13.62014351223615,5.95
SI,2007,3.529753,11.2,71.3364482244265,7.1392312914716,4.20025173716738,,18.21522311549961,4.0,4.0,16.73367018543166,4.818
SI,2008,3.498496,11.7,76.7725042203585,3.37223866114127,4.50501487355174,4.21574658021237,7.620306493014639,2.5,2.5,7.343916598786482,4.371
SI,2009,3.266948,11.7,84.0547213201858,-7.59058614046387,2.73283928388418,5.79123054219476,9.485449476710194,1.0,1.0,9.06214729477055,5.858
SI,2010,3.073049,11.320494,85.7917407496726,1.11213719306735,-0.491469444600767,8.21418388709017,2.066534041401491,1.0,1.0,2.0454709168120644,7.236
SI,2011,2.739588,11.85492,82.4575454445876,0.655438128379743,1.3645204070481,11.814021388063,-3.886382623723284,1.0,1.0,-3.9639179985035966,8.166
SI,2012,2.405031,11.39979,79.9728599250539,-2.91553782040462,0.626618590822474,15.1800772229366,-3.013290665077384,0.75,0.75,-3.0596234038164027,8.841
SI,2013,-0.3259739,13.672685,66.090129406383,-0.823776417691676,1.13279718785073,13.3118940728928,-17.359302307909232,0.25,0.25,-19.0667918665266,10.103
SI,2014,4.522314,17.99155,55.0275704110992,2.76283327639742,0.631551450779483,11.7319347333409,-16.73859484713821,0.05,0.05,-18.31850676778464,9.668
SI,2015,5.031046,18.766547,50.3386368501953,2.39330621338168,0.867198319325425,9.96211515631996,-8.521062307265026,0.05,0.05,-8.906142935464212,8.962
SI,2016,5.40246,19.155,47.1373227129928,3.03441486663654,0.885482436856336,5.07141393661737,-6.3595566696202255,0.0,0.0,-6.570780896416073,8.0
SI,2017,5.510128,18.181186,45.4658361837022,5.17440215579958,1.28763102357318,3.20363588164704,-3.54599377539504,0.0,0.0,-3.610391069644248,6.564
SI,2018,5.371148,17.94899,43.6987152140003,4.37908347331195,2.18095370305853,6.00921749143582,-3.8867006922779215,0.0,0.0,-3.9642489288021383,5.108
SI,2019,5.114887,18.538213,42.7113881765464,3.50525332381912,2.33858654999968,3.364772691154,-2.2593960317112027,0.0,0.0,-2.285311482929586,4.446
SI,2020,4.711134,18.285656,43.5662961007965,-4.08500094942896,1.18953318282115,3.01762967051172,2.00159245753464,0.0,0.0,1.981823950307948,4.971
SI,2021,4.485082,,41.1050410623097,8.38965158187224,2.689963166735,2.0551823830108,-5.649447528870377,0.0,0.0,-5.8153058640812105,4.744
SI,2022,,,41.1623726887789,2.69923874523828,6.51714978292448,1.75022880209529,0.139475901221675,2.5,2.5,0.1393787239353461,4.011
SK,2000,22.12504,12.5,,0.78922447792516,9.68118082125189,,,4.75,4.75,,18.546
SK,2001,11.48607,19.799999,,2.92516077248489,5.37522946420054,,,3.25,3.25,,19.148
SK,2002,18.1206,21.299999,,4.41725348271514,4.04623659179444,,,2.75,2.75,,18.541
SK,2003,19.85779,22.4,,4.85669851591319,5.44607964570642,,,2.0,2.0,,17.549
SK,2004,16.85025,18.700001,,5.38949856996771,5.90529858973181,,,2.0,2.0,,18.206
SK,2005,11.36687,14.8,,6.48493222274386,2.64656691190419,5.03102650551527,,2.25,2.25,,16.276
SK,2006,12.69812,13.0,33.7413259422606,8.92568704770216,2.89553948818457,,,3.5,3.5,,13.395
SK,2007,18.69591,13.2,37.3442734268291,10.8186295074904,1.17772752387391,,10.678144334736553,4.0,4.0,10.14562027504775,11.16
SK,2008,22.98237,11.1,40.6775448244295,5.36337721231949,2.98536250830593,2.32821565494645,8.925789931705296,2.5,2.5,8.549663805893992,9.514
SK,2009,19.02479,12.6,44.8973486765098,-5.50533790972226,-1.12257244186777,4.78794997593851,10.373791904830076,1.0,1.0,9.870252750652853,12.023
SK,2010,20.42406,12.726811,44.3218432562519,6.79058159142423,0.470528553269702,5.36854918034668,-1.2818249567574158,1.0,1.0,-1.2901112192702069,14.387
SK,2011,22.58274,13.408853,45.9856271853678,2.56242473215553,1.61977051205542,5.30571463582038,3.753868988472653,1.0,1.0,3.6851263882565535,13.634
SK,2012,26.04955,15.71194,46.1392433366242,1.56917104702706,1.33888239127128,5.15691742164664,0.3340525304508235,0.75,0.75,0.3334958144566968,13.966
SK,2013,25.41874,16.492177,47.6671581058507,0.703323545247201,0.534061870297393,5.15521654499405,3.311529749369946,0.25,0.25,3.2578798133394926,14.226
SK,2014,25.37936,17.346727,49.4845896740302,2.70795151449488,-0.132602518843782,5.2026408246472,3.812754190513457,0.05,0.05,3.741864993643773,11.536
SK,2015,25.17801,17.772539,52.3184773841376,5.17687909722133,-0.185692827685429,4.70929220260798,5.726808545397821,0.05,0.05,5.568830335229436,11.492
SK,2016,24.57373,18.036491,56.657386399549,1.94781841524558,-0.390909342389534,4.3455769187676,8.293263168868336,0.0,0.0,7.967276081041819,9.679
SK,2017,23.39309,18.807971,59.8646404199982,2.87473327453695,1.18187258373648,3.62697846954924,5.660787099905362,0.0,0.0,5.506365508532696,8.142
SK,2018,22.45472,18.431796,61.4364078384595,4.06211981896483,2.10864838172743,3.11539804225056,2.625535553933167,0.0,0.0,2.591660032321741,6.544
SK,2019,21.82637,18.212486,62.4602765738325,2.27589910019393,2.40120783642419,2.95897371585084,1.6665504566366396,0.0,0.0,1.6528158901081724,5.761
SK,2020,21.19142,19.671517,65.6444097679082,-2.58551241733207,2.40777956608554,2.56788614282869,5.097853177630141,0.0,0.0,4.97216652126431,6.719
SK,2021,18.92566,,65.081745170346,5.6995926329251,2.24388381566803,2.1170420643996,-0.8571401579381299,0.0,0.0,-0.8608347311192865,6.894
SK,2022,,,66.6772634042673,0.437359508569173,7.48889900247143,1.85551077468374,2.451560310414491,2.5,2.5,2.4219918550725694,6.143
