
country,year,bank_z_score,bank_z_score_avail,npl_ratio,npl_ratio_filled,imputed_npl,capital_adequacy_ratio,capital_adequacy_ratio_filled,imputed_tier1,credit_to_gdp_ratio,credit_to_gdp_gap,credit_growth,credit_growth_log,gdp_growth,inflation,unemployment,policy_rate,financial_crisis_dummy,debt_crisis_dummy,covid_dummy
AT,2000,19.72025,1,,2.73942939162815,1,13.3,13.3,0,,0.8576643362688117,,,3.18952292988787,1.36731376651514,4.687,4.75,0,0,0
AT,2001,16.91526,1,,2.73942939162815,1,13.7,13.7,0,89.7803638574187,0.1141109944749416,1.744529863985811,,1.31698749571339,1.93728378622546,4.007,3.25,0,0,0
AT,2002,18.45342,1,,2.73942939162815,1,13.3,13.3,0,88.718096960876,-1.7002858872243252,-1.1831839958119428,-1.1902393245526888,1.48436877605324,1.10421528982809,4.852,2.75,0,0,0
AT,2003,22.30898,1,,2.73942939162815,1,14.5,14.5,0,87.9545213374514,-3.2342858924756115,-0.8606762876815721,-0.8644014961007862,1.14156504542775,1.26700269317527,4.779,2.0,0,0,0
AT,2004,20.84649,1,,2.73942939162815,1,12.4,12.4,0,88.0861722590027,-3.8840686438563097,0.1496806753642499,0.1495687654990973,2.56525534067859,1.72796196359026,5.969,2.0,0,0,0
AT,2005,21.3399,1,,2.73942939162815,1,11.8,11.8,0,94.6325863976671,1.9095304952602987,7.431829503745213,7.168631627397115,2.32036514266782,2.53196784657297,5.682,2.25,0,0,0
AT,2006,24.19893,1,2.73942939162815,2.73942939162815,0,13.2,13.2,0,94.7785280472083,1.409744469566064,0.1542192336664305,0.1541004379277843,3.26933601506059,2.04461997957617,5.32,3.5,0,0,0
AT,2007,39.46163,1,2.24246731582086,2.24246731582086,0,12.7,12.7,0,93.183321689626,-0.6647288929638364,-1.6830883433721855,-1.6974132364540928,3.77522468729185,2.25927088756023,4.909,4.0,0,0,0
AT,2008,23.25911,1,1.90306942802893,1.90306942802893,0,12.9,12.9,0,96.1263148590629,2.0107338430931065,3.1582831735054384,3.109435252039283,1.45330562142114,1.93379071320683,4.198,2.5,1,0,0
AT,2009,35.85314,1,2.25042258658752,2.25042258658752,0,15.0,15.0,0,98.004316324417,3.8848646368442985,1.9536809125654693,1.9348415457260515,-3.58626472551299,1.73939280154138,5.371,1.0,1,0,0
AT,2010,23.39857,1,2.83071715205898,2.83071715205898,0,15.441363,15.441363,0,98.8057817503699,4.977935004749725,0.8177858445538977,0.8144600954832271,1.80898243043663,0.891338694909649,4.883,1.0,1,0,0
AT,2011,23.6625,1,2.70681550509306,2.70681550509306,0,15.826911,15.826911,0,96.3308714596656,3.083072474963416,-2.504823348250096,-2.536727944644479,2.92746800169145,1.81993743804168,4.637,1.0,0,1,0
AT,2012,22.59156,1,2.81336476630545,2.81336476630545,0,16.960703,16.960703,0,94.4747330619808,2.0386125125245087,-1.9268365058463963,-1.945641959261657,0.628246239479637,2.09166476490424,4.909,0.75,0,1,0
AT,2013,27.50797,1,2.86654169526513,2.86654169526513,0,17.969326,17.969326,0,92.9373304589254,1.4568761496557556,-1.6273161651028656,-1.6407023772703866,-0.250726423318454,1.70872288191161,5.367,0.25,0,1,0
AT,2014,26.82064,1,3.47337431453068,3.47337431453068,0,16.252921,16.252921,0,87.9791389799125,-2.5096902787421413,-5.334983751447675,-5.482567064113475,0.755798850316665,2.00674413208939,5.674,0.05,0,0,0
AT,2015,30.07913,1,3.39283728404187,3.39283728404187,0,16.542541,16.542541,0,85.9947836133829,-3.5890595402372725,-2.255483958512805,-2.2813090573754025,1.30352331826198,2.29263470154871,5.802,0.05,0,0,0
AT,2016,32.52342,1,2.69521741465076,2.69521741465076,0,17.976392,17.976392,0,83.2593874695782,-5.60360937780942,-3.1808861292128343,-3.2325753854853367,2.11721964494312,1.81475082333313,6.064,0.0,0,0,0
AT,2017,34.54782,1,2.36889544229069,2.36889544229069,0,18.839771,18.839771,0,84.3278786256394,-4.060021972136738,1.283328148974916,1.2751632738473797,2.27224992038207,0.975317906732371,5.561,0.0,0,0,0
AT,2018,35.68405,1,2.90095686469682,2.90095686469682,0,18.356628,18.356628,0,84.5707144749253,-3.593414093901401,0.2879662731276822,0.2875524445228983,2.48422114080024,1.81047996133594,4.933,0.0,0,0,0
AT,2019,36.66615,1,2.41057983492873,2.41057983492873,0,18.348726,18.348726,0,86.0215254846411,-2.1351292202178627,1.7155004764042303,1.7009519183252664,1.75497619649288,1.47368502823586,4.56,0.0,0,0,0
